accept_time;signal_time;clid;uuid;vehicle_type;route;lat;lon;speed;direction;thread;bind_lat;bind_lon;fly_time;life_time;d_acc
2024-12-13 1:08:14;2024-12-13 1:07:30;irkutsk;29449;bus;10;52.345673;104.186806;11.388889;137.0;None;None;None;44;33;50
2024-12-13 1:09:04;2024-12-13 1:08:03;irkutsk;29449;bus;10;52.342293;104.19176;13.055556;137.0;None;None;None;61;60;25
2024-12-13 1:09:29;2024-12-13 1:08:57;irkutsk;27648;bus;10;52.356487;104.13595;0.0;325.0;None;None;None;32;3;25
2024-12-13 1:09:54;2024-12-13 1:09:00;irkutsk;27648;bus;10;52.356487;104.13595;0.0;325.0;None;None;None;54;180;150
2024-12-13 1:09:29;2024-12-13 1:09:03;irkutsk;29449;bus;10;52.340183;104.19484;5.555556;141.0;None;None;None;26;42;50
2024-12-13 1:10:19;2024-12-13 1:09:45;irkutsk;29449;bus;10;52.338017;104.19796;3.888889;127.0;None;None;None;34;6;25
2024-12-13 1:10:44;2024-12-13 1:09:51;irkutsk;29449;bus;10;52.33805;104.19824;3.888889;47.0;None;None;None;53;31;25
2024-12-13 1:11:09;2024-12-13 1:10:22;irkutsk;29449;bus;10;52.338467;104.19903;4.722222;41.0;None;None;None;47;4;25
2024-12-13 1:11:34;2024-12-13 1:10:26;irkutsk;29449;bus;10;52.338657;104.19937;9.444444;52.0;None;None;None;68;67;50
2024-12-13 1:12:24;2024-12-13 1:11:33;irkutsk;29449;bus;10;52.340923;104.204254;2.5;132.0;None;None;None;51;15;25
2024-12-13 1:12:49;2024-12-13 1:11:48;irkutsk;29449;bus;10;52.340042;104.20547;10.555556;143.0;None;None;None;61;12;25
2024-12-13 1:12:24;2024-12-13 1:12:00;irkutsk;27648;bus;10;52.356487;104.13595;0.0;325.0;None;None;None;24;7;25
2024-12-13 1:13:14;2024-12-13 1:12:00;irkutsk;29449;bus;10;52.339176;104.20678;11.388889;136.0;None;None;None;74;67;25
